vOLE Recv: 132.849 seconds, 9676.8 MB
vOLE Recv: 141.665 seconds, 9676.8 MB
vOLE Recv: 143.71 seconds, 9676.8 MB
vOLE Recv: 144.04 seconds, 9676.8 MB
vOLE Recv: 147.197 seconds, 9676.8 MB
vOLE Recv: 149.221 seconds, 9676.8 MB
vOLE Recv: 151.343 seconds, 9676.8 MB
vOLE Recv: 152.725 seconds, 9676.8 MB
vOLE Recv: 152.797 seconds, 9676.8 MB
vOLE Recv: 153.553 seconds, 9676.8 MB
vOLE Recv: 155.008 seconds, 9676.8 MB
vOLE Recv: 155.285 seconds, 9676.8 MB
vOLE Recv: 155.5 seconds, 9676.8 MB
vOLE Recv: 156.048 seconds, 9676.8 MB
vOLE Recv: 156.845 seconds, 9676.8 MB
vOLE Recv: 157.072 seconds, 9676.8 MB
vOLE Recv: 157.254 seconds, 9676.8 MB
vOLE Recv: 158.667 seconds, 9676.8 MB
vOLE Recv: 158.752 seconds, 9676.8 MB
vOLE Recv: 160.679 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 161.358 seconds
Receiving directly 193536 MB in 1262 rounds, taking 2614.2 seconds
Sending directly 0.00064 MB in 2 rounds, taking 0 seconds
vOLE Recv: 137.507 seconds, 9676.8 MB
vOLE Recv: 142.624 seconds, 9676.8 MB
vOLE Recv: 145.813 seconds, 9676.8 MB
vOLE Recv: 146.598 seconds, 9676.8 MB
vOLE Recv: 147.262 seconds, 9676.8 MB
vOLE Recv: 149.699 seconds, 9676.8 MB
vOLE Recv: 150.577 seconds, 9676.8 MB
vOLE Recv: 151.682 seconds, 9676.8 MB
vOLE Recv: 152.182 seconds, 9676.8 MB
vOLE Recv: 153.767 seconds, 9676.8 MB
vOLE Recv: 153.868 seconds, 9676.8 MB
vOLE Recv: 154.724 seconds, 9676.8 MB
vOLE Recv: 154.856 seconds, 9676.8 MB
vOLE Recv: 156.033 seconds, 9676.8 MB
vOLE Recv: 156.646 seconds, 9676.8 MB
vOLE Recv: 158.046 seconds, 9676.8 MB
vOLE Recv: 158.144 seconds, 9676.8 MB
vOLE Recv: 158.287 seconds, 9676.8 MB
vOLE Recv: 158.319 seconds, 9676.8 MB
vOLE Recv: 160.557 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 161.121 seconds
Receiving directly 193536 MB in 1262 rounds, taking 2614.49 seconds
Sending directly 0.00064 MB in 2 rounds, taking 0 seconds
vOLE Recv: 119.217 seconds, 9676.8 MB
vOLE Recv: 143.159 seconds, 9676.8 MB
vOLE Recv: 144.736 seconds, 9676.8 MB
vOLE Recv: 146.982 seconds, 9676.8 MB
vOLE Recv: 147.38 seconds, 9676.8 MB
vOLE Recv: 148.495 seconds, 9676.8 MB
vOLE Recv: 149.696 seconds, 9676.8 MB
vOLE Recv: 149.941 seconds, 9676.8 MB
vOLE Recv: 152.233 seconds, 9676.8 MB
vOLE Recv: 152.606 seconds, 9676.8 MB
vOLE Recv: 153.669 seconds, 9676.8 MB
vOLE Recv: 154.33 seconds, 9676.8 MB
vOLE Recv: 155.507 seconds, 9676.8 MB
vOLE Recv: 156.112 seconds, 9676.8 MB
vOLE Recv: 156.369 seconds, 9676.8 MB
vOLE Recv: 157.349 seconds, 9676.8 MB
vOLE Recv: 158.408 seconds, 9676.8 MB
vOLE Recv: 158.559 seconds, 9676.8 MB
vOLE Recv: 158.929 seconds, 9676.8 MB
vOLE Recv: 160.202 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 160.704 seconds
Receiving directly 193536 MB in 1262 rounds, taking 2585.42 seconds
Sending directly 0.00064 MB in 2 rounds, taking 0 seconds
