vOLE Recv: 278.277 seconds, 9676.8 MB
vOLE Recv: 321.711 seconds, 9676.8 MB
vOLE Recv: 321.882 seconds, 9676.8 MB
vOLE Recv: 323.456 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 324.256 seconds
Receiving directly 387072 MB in 2522 rounds, taking 11032.2 seconds
Sending directly 0.00128 MB in 2 rounds, taking 0 seconds
vOLE Recv: 262.26 seconds, 9676.8 MB
vOLE Recv: 280.99 seconds, 9676.8 MB
vOLE Recv: 282.444 seconds, 9676.8 MB
vOLE Recv: 289.155 seconds, 9676.8 MB
vOLE Recv: 290.087 seconds, 9676.8 MB
vOLE Recv: 290.942 seconds, 9676.8 MB
vOLE Recv: 291.567 seconds, 9676.8 MB
vOLE Recv: 291.814 seconds, 9676.8 MB
vOLE Recv: 292.238 seconds, 9676.8 MB
vOLE Recv: 297.526 seconds, 9676.8 MB
vOLE Recv: 298.007 seconds, 9676.8 MB
vOLE Recv: 301.373 seconds, 9676.8 MB
vOLE Recv: 301.488 seconds, 9676.8 MB
vOLE Recv: 303.049 seconds, 9676.8 MB
vOLE Recv: 305.517 seconds, 9676.8 MB
vOLE Recv: 306.025 seconds, 9676.8 MB
vOLE Recv: 308.242 seconds, 9676.8 MB
vOLE Recv: 309.45 seconds, 9676.8 MB
vOLE Recv: 310.997 seconds, 9676.8 MB
vOLE Recv: 311.435 seconds, 9676.8 MB
vOLE Recv: 312.1 seconds, 9676.8 MB
vOLE Recv: 313.896 seconds, 9676.8 MB
vOLE Recv: 313.837 seconds, 9676.8 MB
vOLE Recv: 313.6 seconds, 9676.8 MB
vOLE Recv: 314.294 seconds, 9676.8 MB
vOLE Recv: 314.617 seconds, 9676.8 MB
vOLE Recv: 315.142 seconds, 9676.8 MB
vOLE Recv: 315.499 seconds, 9676.8 MB
vOLE Recv: 315.455 seconds, 9676.8 MB
vOLE Recv: 317.95 seconds, 9676.8 MB
vOLE Recv: 318.293 seconds, 9676.8 MB
vOLE Recv: 318.732 seconds, 9676.8 MB
vOLE Recv: 319.109 seconds, 9676.8 MB
vOLE Recv: 319.199 seconds, 9676.8 MB
vOLE Recv: 319.327 seconds, 9676.8 MB
vOLE Recv: 320.411 seconds, 9676.8 MB
vOLE Recv: 320.919 seconds, 9676.8 MB
vOLE Recv: 321.691 seconds, 9676.8 MB
vOLE Recv: 322.241 seconds, 9676.8 MB
vOLE Recv: 322.404 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 323.398 seconds
Receiving directly 387072 MB in 2522 rounds, taking 10999.9 seconds
Sending directly 0.00128 MB in 2 rounds, taking 0 seconds
vOLE Recv: 264.881 seconds, 9676.8 MB
vOLE Recv: 281.621 seconds, 9676.8 MB
vOLE Recv: 288.747 seconds, 9676.8 MB
vOLE Recv: 289.246 seconds, 9676.8 MB
vOLE Recv: 289.803 seconds, 9676.8 MB
vOLE Recv: 293.276 seconds, 9676.8 MB
vOLE Recv: 296.925 seconds, 9676.8 MB
vOLE Recv: 300.468 seconds, 9676.8 MB
vOLE Recv: 302.415 seconds, 9676.8 MB
vOLE Recv: 303.24 seconds, 9676.8 MB
vOLE Recv: 303.025 seconds, 9676.8 MB
vOLE Recv: 303.737 seconds, 9676.8 MB
vOLE Recv: 304.094 seconds, 9676.8 MB
vOLE Recv: 305.021 seconds, 9676.8 MB
vOLE Recv: 305.179 seconds, 9676.8 MB
vOLE Recv: 306.011 seconds, 9676.8 MB
vOLE Recv: 307.875 seconds, 9676.8 MB
vOLE Recv: 308.24 seconds, 9676.8 MB
vOLE Recv: 308.868 seconds, 9676.8 MB
vOLE Recv: 310.459 seconds, 9676.8 MB
vOLE Recv: 311.907 seconds, 9676.8 MB
vOLE Recv: 312.139 seconds, 9676.8 MB
vOLE Recv: 312.431 seconds, 9676.8 MB
vOLE Recv: 313.017 seconds, 9676.8 MB
vOLE Recv: 313.853 seconds, 9676.8 MB
vOLE Recv: 315.342 seconds, 9676.8 MB
vOLE Recv: 316.678 seconds, 9676.8 MB
vOLE Recv: 318.294 seconds, 9676.8 MB
vOLE Recv: 318.445 seconds, 9676.8 MB
vOLE Recv: 319.047 seconds, 9676.8 MB
vOLE Recv: 319.161 seconds, 9676.8 MB
vOLE Recv: 319.194 seconds, 9676.8 MB
vOLE Recv: 319.132 seconds, 9676.8 MB
vOLE Recv: 320.455 seconds, 9676.8 MB
vOLE Recv: 320.71 seconds, 9676.8 MB
vOLE Recv: 320.651 seconds, 9676.8 MB
vOLE Recv: 321.092 seconds, 9676.8 MB
vOLE Recv: 322.356 seconds, 9676.8 MB
vOLE Recv: 322.168 seconds, 9676.8 MB
vOLE Recv: 322.748 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 323.578 seconds
Receiving directly 387072 MB in 2522 rounds, taking 11050 seconds
Sending directly 0.00128 MB in 2 rounds, taking 0 seconds
vOLE Recv: 287.752 seconds, 9676.8 MB
vOLE Recv: 290.158 seconds, 9676.8 MB
vOLE Recv: 292.619 seconds, 9676.8 MB
vOLE Recv: 293.515 seconds, 9676.8 MB
vOLE Recv: 296.871 seconds, 9676.8 MB
vOLE Recv: 297.994 seconds, 9676.8 MB
vOLE Recv: 299.984 seconds, 9676.8 MB
vOLE Recv: 300.009 seconds, 9676.8 MB
vOLE Recv: 301.596 seconds, 9676.8 MB
vOLE Recv: 303.792 seconds, 9676.8 MB
vOLE Recv: 305.152 seconds, 9676.8 MB
vOLE Recv: 305.46 seconds, 9676.8 MB
vOLE Recv: 307.607 seconds, 9676.8 MB
vOLE Recv: 308.687 seconds, 9676.8 MB
vOLE Recv: 308.894 seconds, 9676.8 MB
vOLE Recv: 309.344 seconds, 9676.8 MB
vOLE Recv: 309.477 seconds, 9676.8 MB
vOLE Recv: 310.566 seconds, 9676.8 MB
vOLE Recv: 310.982 seconds, 9676.8 MB
vOLE Recv: 311.435 seconds, 9676.8 MB
vOLE Recv: 312.898 seconds, 9676.8 MB
vOLE Recv: 314.278 seconds, 9676.8 MB
vOLE Recv: 314.575 seconds, 9676.8 MB
vOLE Recv: 315.121 seconds, 9676.8 MB
vOLE Recv: 315.313 seconds, 9676.8 MB
vOLE Recv: 315.999 seconds, 9676.8 MB
vOLE Recv: 316.924 seconds, 9676.8 MB
vOLE Recv: 317.822 seconds, 9676.8 MB
vOLE Recv: 318.772 seconds, 9676.8 MB
vOLE Recv: 318.954 seconds, 9676.8 MB
vOLE Recv: 319.645 seconds, 9676.8 MB
vOLE Recv: 320.662 seconds, 9676.8 MB
vOLE Recv: 321.089 seconds, 9676.8 MB
vOLE Recv: 321.704 seconds, 9676.8 MB
vOLE Recv: 321.979 seconds, 9676.8 MB
vOLE Recv: 322.422 seconds, 9676.8 MB
vOLE Recv: 322.501 seconds, 9676.8 MB
vOLE Recv: 323.677 seconds, 9676.8 MB
vOLE Recv: 323.724 seconds, 9676.8 MB
vOLE Recv: 325.177 seconds, 9676.8 MB

Server 0 Input Commitment DisHonest:
Total Time = 326.037 seconds
Receiving directly 387072 MB in 2522 rounds, taking 11117.2 seconds
Sending directly 0.00128 MB in 2 rounds, taking 0 seconds
